id,khasi,english,part_of_speech,notes,page
1944,Lad jingïarap,means of help,Noun,,
1945,Lad jingïoh,opportunity,Noun,,
1946,Lad shnong,village road,Noun,,
1947,Lad um,watercourse,Noun,,
1948,Lad jingïaleh,method of fighting,Noun,,
1949,Lad jingïakren,means of communication,Noun,,
1950,Lad jingïashem,opportunity to meet,Noun,,
1951,Lad-ka-jingim,manner of life,Noun,,
1952,Lad-lynti,path,Noun,,
1953,Lad-suk,easy way,Noun,,
1954,Lad shnong,village road,Noun,,
1955,Lad um,watercourse,Noun,,
1956,Lada,if,Conjunction,,
1957,Ladang,when,Conjunction,,
1958,Ladang,very (early),Adverb,,
1959,Lade,self,Pronoun,,
1960,Lang,together,Adverb,,
1961,Lang,in concert,Adverb,,
1962,Lang,to congeal,Verb,,
1963,Lang,to solidify,Verb,,
1964,'Lang,goat,Noun,Abbreviation of blang or phlang,
1965,'Langbrot,sheep,Noun,,
1966,Langbyrku,wood pigeon,Noun,,
1967,Langbyrkaw,wood pigeon,Noun,Variant form,
1968,'Langkushi,large kind of goat,Noun,,
1969,Lang-lung,tender or newly grown grass,Noun,Hindi loanword,
1970,'Langniuh,bearded grass,Noun,,
1971,'Langsah,grass not burnt for a long time,Noun,,
1972,'Langsohmoh,full-grown he-goat,Noun,,
1973,'Langthohkhlieh,human victim offered to u Thlen,Noun,,
1974,Lah,can,Verb,Auxiliary verb,
1975,Lah,be able,Verb,,
1976,Lah,succeed,Verb,,
1977,Lalia,lac,Noun,Assamese loanword,
1978,Lai,three,Numeral,,
1979,'Lai,rope,Noun,Abbreviation of tyllai,
1980,'Lai,palm,Noun,Abbreviation of tlai,
1981,'Lai-ktang,kind of palm,Noun,,
1982,'Lai-nih,Wallichia (species of palm),Noun,,
1983,Laiphew-jaid,all sorts or kinds,Phrase,,
1984,Lain,very red,Adverb,Especially of an excited person,
1985,Lait,to be free,Verb,,
1986,Lait,to escape,Verb,,
1987,Lait,mistake,Noun,,
1988,Lait-kylla,violation of sacrificial customs,Noun,,
1989,Lait-ksuid,to be entirely free from disagreeable connections or evil spirits,Verb,,
1990,Lait-dar,to be free to accomplish one's object,Verb,,
1991,Lait-doh,to have a sprain,Verb,,
1992,Lait-ia,to be free from a period fixed for the observance of certain religious or social ceremonies,Verb,,
1993,Lait-im,to be saved,Verb,,
1994,Lait-luid,to be free; to be at large,Verb,,
1995,Lait (na),except; besides,Phrase,,
1996,Laitsang,to be free from a sang (taboo),Verb,,
1997,Laitsang,nominally; outwardly,Adverb,,
1998,Lait-sa-i-said,narrowly escaped,Phrase,,
1999,Lait-thaw,to be free from imminent danger,Verb,,
2000,Lait-thaw,hair-breadth escape,Noun,,
2001,La jan,nearly,Adverb,,
2002,La jan,almost,Adverb,,
2003,La jong,one's own,Pronoun,,
2005,Lali,slovenly,Adjective,,
2006,Lali,sluttish,Adjective,,
2007,Lali,dirty,Adjective,,
2008,'Laliar,tender top leaf used in sacrifices,Noun,,
2009,Lam,to carry,Verb,,
2010,Lam,to bring,Verb,,
2011,Lam shnong,to remove to another village,Verb,,
2012,Lam-lynti,to lead,Verb,,
2013,Lam paidbah,to conduct a crowd,Verb,,
2014,Lam jingïakren,to conduct a conversation,Verb,,
2015,Lam jingïaseng,to conduct a meeting,Verb,,
2016,Lam khmat,to lead the way,Verb,,
2017,Lam paidbah,public leader,Noun,,
2018,Lamphrang,to carry openly,Verb,,
2019,Lamwir,to lead astray,Verb,,
2020,Lamwir,to mislead,Verb,,
2021,Lama,flag,Noun,,
2022,Lama,pennon,Noun,,
2023,Lama,banner,Noun,,
2024,'Laman,Bengal tiger,Noun,,
2025,Lamdoh,to celebrate a marriage ceremony by a feast (especially of pork),Verb,,
2026,'Lamet,kind of leaf much used in packing things,Noun,,
2027,Lamher,thoughtlessly,Adverb,,
2028,Lamher,wastefully,Adverb,,
2029,Lamjew,internal part of the flesh lining the spine,Noun,,
2030,Lamler,to lie,Verb,,
2031,Lamphrang,to lead,Verb,,
2032,Lamphrang,to preface,Verb,,
2033,Lamwir,mad,Adjective,,
2034,Lamwir,crazy,Adjective,,
2035,Lan (iaid-),without restraint,Adverb,,
2036,Lan-lan (khuid-),clearly swept over,Adverb,,
2037,Lan-lan (khuid-),clearly trampled over,Adverb,,
2038,Lane,or,Conjunction,,
2039,Lane,either,Conjunction,,
2041,Lano-lano,in future,Adverb,,
2042,Lano-lano,hereafter,Adverb,,
2043,Lano-lano,ever,Adverb,,
2044,Lanymwei,hereafter,Adverb,,
2045,Lanymwei,next year,Adverb,,
2046,Lap,to overtake,Verb,,
2047,Lap,in haste,Adverb,,
2048,Lap,inconsiderately,Adverb,,
2049,Lap (kaba lap),upper cut made above the first cut when felling a tree,Noun,,
2050,'Lap,rain,Noun,Abbreviation of slap,
2051,Lapadong,leaf of a certain plant,Noun,,
2052,Lapa-iat,tree bearing small black fruits,Noun,,
2053,Lapa-iat,see-saw,Noun,,
2054,'Lap-bah,heavy rain,Noun,,
2055,'Lap-bniup-bniup,drizzle,Noun,,
2056,'Lap-kyrtiah,rain accompanied by storm,Noun,,
2057,Lape,to daub,Verb,,
2058,Lape,to plaster,Verb,,
2059,Laper (soh-),fruit of a certain small dwarf palm,Noun,,
2060,'Lapeh (sei-),with plenty of leaves but without grain or fruit,Adverb,,
2061,Laplah,anticipatively,Adverb,,
2062,Laplah,prematurely,Adverb,,
2063,Laplang,to become spread out,Verb,,
2064,Lap-lap,broad and flat,Adjective,,
2065,Lap-lap,spread flat,Adjective,,
2066,Lapmiet,at nightfall,Adverb,,
2067,Lappa,to become scattered,Verb,,
2068,Lappa-lappa,scattered in all directions,Adverb,,
2069,Lapti,broad and flat,Adjective,,
2070,Lar,enough,Adjective,,
2071,Lar,sufficient,Adjective,,
2072,Lar,adequate,Adjective,,
2073,Laram,to become dry,Verb,,
2074,Lare,to flee,Verb,,
2075,Lari,lorry,Noun,,
2076,Lari,cart,Noun,,
2077,Larieh,to become visible,Verb,,
2078,Larkam,employment,Noun,,
2079,Larmet,bodily appearance,Noun,,
2080,Larong,colour,Noun,,
2081,Larot,greed,Noun,,
2082,Larot,selfishness,Noun,,
2083,Larot,greedy,Adjective,,
2084,Laru,to wander,Verb,,
2085,Lashem,to meet,Verb,,
2086,Lashai,tomorrow,Adverb,,
2087,Lashai,next day,Adverb,,
2088,Lashisngi,the following day,Adverb,,
2089,Lasoh,fruit-bearing,Adjective,,
2090,Lasuk,peaceful,Adjective,,
2091,Lasut,to escape,Verb,,
2092,Lat,to be tired,Verb,,
2093,Lat,weariness,Noun,,
2094,Latah,to become exhausted,Verb,,
2095,Lathuh,to relate,Verb,,
2096,Lathuh,to narrate,Verb,,
2097,Lathuh,to tell,Verb,,
2098,Lat paidbah,public report,Noun,,
2099,Lat shnong,village report,Noun,,
2100,Latyrti,fame,Noun,,
2101,Latyrti,fame,Noun,,
2102,Latyrpad,bay leaf,Noun,,
2103,Latyrdop,Cinnamomum candatum,Noun,Botanical term,
2104,Law,to take off,Verb,,
2105,Law,to extract,Verb,,
2106,Law,to undo,Verb,,
2107,'Law,jungle,Noun,Abbreviation of khlaw,
2108,'Law-bah,big jungle,Noun,Dense forest,
2109,'Law-kyntang,sacred grove,Noun,,
2110,Lawei,hereafter,Adverb,,
2111,Lawei,future,Noun,,
2112,Lawei-lashai,hereafter,Adverb,,
2113,Lawei-la-ar,in future,Adverb,,
2114,Law-law,carelessly,Adverb,,
2115,Law-law,superficially,Adverb,,
2116,Law-law,hastily,Adverb,,
2117,Lawlynnong,coppice,Noun,,
2118,Lawlynnong,bush,Noun,,
2119,Lbang,with the dhoti rolled up,Adverb,,
2120,Lbor,March,Noun,Month,
2121,Lbing (heh-),fleshy and big,Adverb,,
2122,Lbong,thigh,Noun,,
2123,Lboit,short and naked,Adverb,,
2124,Lkai,plump,Adjective,,
2125,Lker-lker,pulpily,Adverb,,
2126,Lkhang,lonely,Adjective,,
2127,Lkhang,helpless,Adjective,,
2128,Lkhai,tender,Adjective,,
2129,Lkhai,delicate,Adjective,,
2130,Lkhit,small useless pieces,Noun,,
2131,Lkhit,atoms,Noun,,
2132,Lkhoit,like a small lump,Adverb,,
2133,Lkhuit,resembling a lump,Adverb,,
2134,Lkut,like a log,Adverb,,
2135,Lko,utterly broken,Adjective,,
2136,Lko,crumbling,Adjective,,
2137,Lko-pom,completely,Adverb,,
2138,Lkur-lkur,dumpling-like,Adverb,,
2139,Ldang,lying on the back and helpless,Adverb,,
2140,Ldai,dangling,Adverb,,
2141,Ldet,dangling,Adverb,Variant form,
2142,Ldit,dangling,Adverb,Variant form,
2143,Ldoi,dangling,Adverb,Variant form,
2144,Ldui,dangling,Adverb,Variant form,
2145,Ldat,hanging,Adverb,As a bird in a snare,
2146,Lding (at-),lying with a swollen abdomen,Adverb,,
2147,Ldui,hanging (said of big things),Adverb,,
2148,Led,lead pencil,Noun,,
2149,'Leng,egg,Noun,Abbreviation of pylleng,
2150,Lengleng,wildly,Adverb,,
2151,Lengleng,aimlessly,Adverb,,
2152,'Lengkha,fresh egg,Noun,,
2153,'Lengkpoh,egg placed over the navel of a dead person and broken on the funeral pyre,Noun,,
2154,'Leng-iew,old egg; market egg,Noun,,
2155,'Leng-ra,egg left unhatched by a hen,Noun,,
2156,Leh,to do,Verb,,
2157,Leh,to perform,Verb,,
2158,Leh,to act,Verb,,
2159,Lehbein,to maltreat,Verb,,
2160,Lehbein,to ill-treat,Verb,,
2161,Lehkai,to play,Verb,,
2162,Lehkai,to make sport of,Verb,,
2163,Lehkhynraw,to play a bachelor or spinster,Verb,,
2164,Lehkhynraw,to dress nicely like a young man or young woman,Verb,,
2165,Lehdiaw,to be dejected,Verb,,
2166,Lehdiaw,to be cast down,Verb,,
2167,Leh-eh,to handle roughly,Verb,,
2168,Leh-eh,to deal hard with,Verb,,
2169,Leh-jalani,to be fastidious regarding dress or toilette,Verb,,
2170,Lehmushlia,to meddle with,Verb,,
2171,Lehmynleh,to affect to do,Verb,,
2172,Lehmynleh,to feign,Verb,,
2173,Lehmynleh,to pretend,Verb,,
2174,Lehnoh-ei,vain,Adjective,,
2175,Lehnoh-ei,useless,Adjective,,
2176,Lehnoh-ei,to waste,Verb,,
2177,Leh-palat,to do more than what is right or proper,Verb,,
2178,Leh-palat,to transgress,Verb,,
2179,Lehrain,to be ashamed,Verb,,
2180,Lehrit,to be unassuming,Verb,,
2181,Lehrit,to be humble,Verb,,
2182,Lehroh,to make a show of,Verb,,
2183,Lehroh,pretentious,Adjective,,
2184,Lehroh,fond of display,Adjective,,
2185,Lehrong,to make a display,Verb,,
2186,Lehrong,to make a show of anything,Verb,,
2187,Lehsa,to be in the dumps,Verb,,
2188,Lehsa,to sulk,Verb,,
2189,Lehsang,"to do or act anything immoral, profane, or indecent",Verb,,
2190,Lehsat,to do anything by way of vengeance or self-mortification,Verb,,
2191,Lehse,probably,Adverb,Perhaps,
2192,Lehsih,to have dirty habits,Verb,,
2193,Lehsih,to be untidy,Verb,,
2194,Lehsting,to make light of the matter,Verb,,
2195,Lehsting,to be unmindful,Verb,,
2196,Leh-tamsa,to make a show,Verb,,
2197,Leh-tamsa,to have a tamasha,Verb,Hindi loanword,
2198,Leh-thamula,to make sport of,Verb,,
2199,Leh-thamula,to play practical jokes,Verb,,
2200,Leh-thawlir,to do something odd,Verb,,
2201,Leh-thawnang,to do something strange,Verb,,
2204,Lei,flour paste,Noun,,
2205,'Lei,god,Noun,Abbreviation of Blei,
2206,Lei-lei,so much the better,Phrase,,
2207,Lei-lei,at any rate,Phrase,,
2208,Lei-lei,anyhow,Phrase,,
2209,Lei-lei,without any cause,Phrase,,
2210,'Leikhuri,household god of a certain Khasi clan,Noun,,
2211,'Leikhyrdop-'Leikharai,goddess believed to guard the entrance of a village during war,Noun,,
2212,Leilieh,lightning,Noun,,
2213,'Lei-muluk,guardian goddess of a village or state,Noun,,
2214,'Leisad-'Leisunon,guardian goddess of a Siem or clan,Noun,Especially in time of war,
2215,Leit,to go,Verb,,
2216,Leit,to proceed,Verb,,
2217,Leit,to fit,Verb,,
2218,L'eit,bottom,Noun,Same as lyeit,
2219,L'eit,foot,Noun,,
2220,L'eit,buttock,Noun,,
2221,Leit-bar,to answer a call of nature,Verb,,
2222,Leit-bih,to go and beg,Verb,,
2223,Leit-kai,to go out for a walk,Verb,,
2224,Leit-kai,to go on a visit,Verb,,
2225,Leit-ka-wan,journey,Noun,Especially for trading purposes,
2226,Leit-ka-wan,travel,Noun,,
2227,Leitkha-leitman,to get married (said of a man),Verb,,
2228,Leit-kha-leitman,to get married (said of a man),Verb,,
2229,Leit-khlaw,to go into the jungle,Verb,,
2230,Leit-khlaw,to hunt,Verb,,
2231,Leit-kylla,to return,Verb,,
2232,Leit-lan,to go freely,Verb,,
2234,Leit-lano-lano,to go anywhere,Verb,,
2235,Leit-lap,to overtake,Verb,,
2236,Leit-lap,to come upon unexpectedly,Verb,,
2237,Leit-noh,to go immediately,Verb,,
2238,Leit-phet,to flee,Verb,,
2239,Leit-rah,to go carrying,Verb,,
2240,Leit shnong,to go to a village,Verb,,
2241,Leit-suk,to go peacefully,Verb,,
2242,Leit-um,to fetch water,Verb,,
2243,Leit-wan,to come,Verb,,
2244,Leit-ynran,to accompany,Verb,,
2245,Lem,together,Adverb,,
2246,Lem,jointly,Adverb,,
2247,Lem,unitedly,Adverb,,
2248,Lem hynrei,nevertheless,Conjunction,,
2249,Lem hynrei,notwithstanding,Conjunction,,
2250,Lem hynrei,all the same,Phrase,,
2251,Lembah,valley,Noun,,
2252,Lembah,low-lying ground,Noun,,
2253,Lembit,broad and flat,Adjective,,
2254,Lemmiet,evening,Noun,,
2255,Lemmiet,dusk,Noun,,
2256,Lemnoh,secretly,Adverb,,
2257,Lemnoh,stealthily,Adverb,,
2258,Lemram,plain,Noun,,
2259,Lemram,level ground,Noun,,
2260,Len,to borrow,Verb,,
2261,Len,to lend,Verb,,
2262,Len,loan,Noun,,
2263,Len-len,by borrowing,Adverb,,
2264,Leng,long,Adjective,,
2265,Leng,length,Noun,,
2266,Leng-leng,lengthwise,Adverb,,
2267,Leng-shuwa,beforehand,Adverb,,
2268,Leng-kti,arm's length,Noun,,
2269,Leng-jri,chain length,Noun,,
2270,Leng-pyrshah,opposite in length,Adjective,,
2271,Leng-ryngkat,of equal length,Adjective,,
2272,Leng-skut,shortened,Adjective,,
2273,Leng-soh,elongated,Adjective,,
2274,Leng-teng,longer still,Adjective,,
2275,Leng-um,length of a stream,Noun,,
2276,Leng-sohpet,elongated fruit,Noun,,
2277,Leng-synnia,shadow length,Noun,,
2278,Leng-tyrpeng,width and length,Noun,,
2279,Leng-tyrkhong,dry season,Noun,,
2280,Leng-wah,river course,Noun,,
2281,Leng-leng,fully stretched,Adverb,,
2282,Lenkha,borrowed,Adjective,,
2283,Lenkha,on loan,Adverb,,
2284,Lenkhlieh,long-headed,Adjective,,
2285,Lenkti,long-armed,Adjective,,
2286,Lenlynti,journey,Noun,,
2287,Lenlynti,travelling distance,Noun,,
2288,Lenmet,long-faced,Adjective,,
2289,Lennoh,secretly,Adverb,,
2290,Lennoh,stealthily,Adverb,,
2291,Lenteh,bound together,Adjective,,
2292,Lenteh,tied together,Adjective,,
2293,Lentreh,occupation,Noun,,
2294,Lentreh,work,Noun,,
2295,Lentreh,employment,Noun,,
2296,Lep,to peel off,Verb,,
2297,Lep,to strip off,Verb,,
2298,Lep,to moult,Verb,,
2299,Lep-lap,stripped bare,Adjective,,
2300,Lep-lap,peeled clean,Adjective,,
2301,Lep shnong,to leave a village,Verb,,
2302,Lep-lam,to forsake,Verb,,
2303,Lepnoh,to throw away,Verb,,
2304,Lepnoh,to discard,Verb,,
2305,Ler,to wander,Verb,,
2306,Ler,to roam,Verb,,
2307,Ler shnong,to wander from village to village,Verb,,
2308,Ler paidbah,to roam among the people,Verb,,
2309,Ler-ler,wanderingly,Adverb,,
2310,Leri,valley,Noun,,
2311,Leri,ravine,Noun,,
2312,Lermet,countenance,Noun,,
2313,Lermet,appearance,Noun,,
2314,Let,to know,Verb,,
2315,Let,to perceive,Verb,,
2316,Let,to understand,Verb,,
2317,Let paidbah,to make known publicly,Verb,,
2318,Let shnong,to make known in the village,Verb,,
2319,Let-eh,difficult to understand,Adjective,,
2320,Let-lat,to know thoroughly,Verb,,
2321,Let-lat,fully informed,Adjective,,
2322,Let-noh,to understand at once,Verb,,
2323,Let-shai,to understand clearly,Verb,,
2324,Let-ym,to misunderstand,Verb,,
2325,Liat,to flatten,Verb,,
2326,Liat,to press flat,Verb,,
2327,Liat,flat,Adjective,,
2328,Liat-liat,quite flat,Adjective,,
2329,Lien,to owe,Verb,,
2330,Lien,debt,Noun,,
2331,Lien,obligation,Noun,,
2332,Lieng,boat,Noun,,
2333,Lieng,canoe,Noun,,
2334,Lieng-um,watercraft,Noun,,
2335,Lieng-suiñ,steamer,Noun,,
2336,Lieng-syiem,state barge,Noun,,
2337,Lieng-tylli,small canoe,Noun,,
2338,Liengbah,large boat,Noun,,
2339,Liengsan,raft,Noun,,
2340,Lier,garden,Noun,,
2341,Lier,cultivated plot,Noun,,
2342,Lier-soh,orchard,Noun,,
2343,Lih,to dig,Verb,,
2344,Lih,to excavate,Verb,,
2345,Lih-maw,to quarry stone,Verb,,
2346,Lih-um,to dig a well,Verb,,
2347,Lim,lime,Noun,,
2348,Lim,lemon,Noun,,
2349,Lim-soh,citrus fruit,Noun,,
2350,Lim-tyrkhong,dried lime,Noun,,
2351,Lin,line,Noun,,
2352,Lin,row,Noun,,
2353,Lin-lin,in rows,Adverb,,
2354,Lip,to cover,Verb,,
2355,Lip,to conceal,Verb,,
2356,Lip-lip,completely covered,Adjective,,
2357,Lip shnong,to hide in a village,Verb,,
2358,Lit,to go,Verb,Archaic form,
2359,Lit,to depart,Verb,,
2360,Liw,colour,Noun,,
2361,Liw,hue,Noun,,
2362,Liw-iong,black colour,Noun,,
2363,Liw-lieh,grey colour,Noun,,
2364,Liw-saw,green colour,Noun,,
2365,Liw-thoh,writing ink,Noun,,
2366,Liwstem,paint,Noun,,
2367,Liwstem,pigment,Noun,,
2368,Lo,enough!,Interjection,,
2369,Lo,there!,Interjection,,
2370,Loh,to roast,Verb,,
2371,Loh,to burn,Verb,,
2372,Loh,roasted,Adjective,,
2373,Loh,charcoal,Noun,,
2374,Loh-iong,black charcoal,Noun,,
2375,Loh-ja,roasted rice,Noun,,
2376,Loh-kpu,roasted yam,Noun,,
2377,Loh-sniang,roasted pork,Noun,,
2378,Loh-sha,tea leaves dried by roasting,Noun,,
2379,Loh-thri,roasted sesame,Noun,,
2380,Loi,to be loose,Verb,,
2381,Loi,slack,Adjective,,
2382,Loi-loi,loosely,Adverb,,
2383,Loin,loin,Noun,,
2384,Loin,waist,Noun,,
2385,Loin-jain,waistband,Noun,,
2386,Loin-kti,wrist,Noun,,
2387,Lok,friend,Noun,,
2388,Lok,companion,Noun,,
2389,Lok-baieid,beloved friend,Noun,,
2390,Lok-lang,companion,Noun,,
2391,Lok-shong,neighbour,Noun,,
2392,Long,to be,Verb,,
2393,Long,to become,Verb,,
2394,Long,to exist,Verb,,
2395,Longrynïeng,upright,Adjective,,
2396,Longsuk,peaceful,Adjective,,
2397,Longspah,rich,Adjective,,
2398,Longstang,holy,Adjective,,
2399,Longthait,tired,Adjective,,
2400,Long jingïalong,existence,Noun,,
2401,Long jingïadei,relationship,Noun,,
2402,Long-briew,humanity,Noun,,
2403,Long-iing,household,Noun,,
2404,Long-jingim,way of life,Noun,,
2405,Long-kpa,fatherhood,Noun,,
2406,Long-kmie,motherhood,Noun,,
2407,Long-ryngkat,equality,Noun,,
2408,Long-syiem,kingship,Noun,,
2409,Long-sordar,chieftainship,Noun,,
2410,Long-shynrang,manhood,Noun,,
2411,Long-kynthei,womanhood,Noun,,
2412,Long-shemphang,wisdom,Noun,,
2413,Long-ba-shisha,reality,Noun,,
2414,Long-ba-don,existence,Noun,,
2415,Long-ba-itynnad,beauty,Noun,,
2416,Long-ba-sniew,wickedness,Noun,,
2417,Long-ba-khuid,purity,Noun,,
2418,Long-ba-laitluid,freedom,Noun,,
2419,Long-ba-skhem,firmness,Noun,,
2420,Long-ba-riewspah,prosperity,Noun,,
2421,Long-ba-rung,entrance,Noun,,
2422,Long-ba-jrong,length,Noun,,
2423,Long-ba-heh,greatness,Noun,,
2424,Long-ba-rit,littleness,Noun,,
2425,Long-ba-khlain,strength,Noun,,
2426,Long-ba-tlot,weakness,Noun,,
2427,Long-ba-kyrpang,peculiarity,Noun,,
2428,Long-ba-jan,nearness,Noun,,
2429,Long-ba-jngai,distance,Noun,,
2430,Long-ba-lah,ability,Noun,,
2431,Long-ba-bha,goodness,Noun,,
2432,Long-ba-sngewtynnad,pleasantness,Noun,,
2433,Long-ba-shlur,bravery,Noun,,
2434,Long-ba-rangbah,maturity,Noun,,
2435,Long-ba-khraw,greatness,Noun,,
2436,Long-ba-kyrmen,hopefulness,Noun,,
2437,Long-ba-donbok,good fortune,Noun,,
2438,Long-ba-sngewlem,sympathy,Noun,,
2439,Long-ba-ieid,love,Noun,,
2440,Long-ba-isynei,compassion,Noun,,
2441,Long-ba-shlur,courage,Noun,,
2442,Long-ba-lahduh,supremacy,Noun,,
2443,Long-ba-riewblei,godliness,Noun,,
2444,Long-ba-khuid,holiness,Noun,,
2445,Long-ba-donbor,authority,Noun,,
2446,Long-ba-sngewrit,humility,Noun,,
2447,Long-ba-kmen,happiness,Noun,,
2448,Long-ba-sngewsih,sorrow,Noun,,
2449,Long-ba-eh,difficulty,Noun,,
2450,Long-ba-suk,ease,Noun,,
2451,Long-ba-sngewphylla,wonder,Noun,,
2452,Long-ba-khluid,warmth,Noun,,
2453,Long-ba-khlad,separation,Noun,,
2454,Long-ba-im,life,Noun,,
2455,Long-ba-iap,death,Noun,,
2456,Long-ba-neh,permanence,Noun,,
2457,Long-ba-kylla,change,Noun,,
2458,Long-ba-ryntih,orderliness,Noun,,
2459,Long-ba-jot,ruin,Noun,,
2460,Long-ba-spah,wealth,Noun,,
2461,Long-ba-riewspah,prosperity,Noun,,
2462,Long-ba-riewblei,piety,Noun,,
2463,Long-bri,pastoral life,Noun,,
2464,Longdien,afterwards,Adverb,,
2465,Longdien,later,Adverb,,
2466,Long-iing,domestic life,Noun,,
2467,Long-khlaw,forest life,Noun,,
2468,Longkur,relationship,Noun,,
2469,Longkur,kinship,Noun,,
2470,Longlai,triangular,Adjective,,
2471,Longmet,bodily condition,Noun,,
2472,Longnoh,to become hidden,Verb,,
2473,Longnoh,to disappear,Verb,,
2474,Longrynïeng,upright,Adjective,,
2475,Longsuk,peaceful,Adjective,,
2476,Longspah,wealthy,Adjective,,
2477,Longstang,holy,Adjective,,
2478,Longthait,weary,Adjective,,
2479,Lop,to peel off,Verb,,
2480,Lop,to strip,Verb,,
2481,Lopnoh,to cast away,Verb,,
2482,Lopnoh,to discard,Verb,,
2483,Lor,to surround,Verb,,
2484,Lor,to encircle,Verb,,
2485,Lorni,moonlight,Noun,,
2486,Lot,share,Noun,,
2487,Lot,portion,Noun,,
2488,Lotri,lottery,Noun,,
2489,L paidbah,public,Adjective,,
2490,L shnong,village,Adjective,,
2491,Lait paidbah,public freedom,Noun,,
2492,Lynti,path,Noun,,
2493,Lynti,road,Noun,,
2494,Lynti shnong,village path,Noun,,
2495,Lynti bah,highway,Noun,,
2496,Lynti um,watercourse,Noun,,
2497,Lynti ïaid,pathway,Noun,,
2498,Lynti leit,route,Noun,,
2499,Lynti wan,way of return,Noun,,
2500,Lynti paidbah,public road,Noun,,
2501,Lyndang,on the back (to lie),Adverb,,
2502,Lyndang-pyllup,on the back and rolled over,Phrase,,
2503,Lyndet,beyond,Adverb,,
2504,Lyndet,behind,Adverb,,
2505,Lyndum,bare-headed,Adjective,,
2506,Lyndum,bald,Adjective,,
2507,Lynnai,reed,Noun,,
2508,Lynuiang,plant whose root has a bitter taste and is eaten with pan and areca nut,Noun,,
2509,Lynniap,slice,Noun,,
2510,Lynfiiar,to cry aloud,Verb,,
2511,Lynfiiar,to weep,Verb,,
2512,Lynnong,portion,Noun,,
2513,Lynnong,chapter,Noun,,
2514,Lynnong,isolated,Adjective,,
2515,Lynraw (si-),young bull or ox,Noun,,
2516,Lynruh-lynram,things lying disorderly,Noun,,
2517,Lynrum,disorderly,Adverb,,
2518,Lynrum-lynrah,rubbish,Noun,,
2519,Lynrum-lynrah,debris,Noun,,
2520,Lynsher,to plant in,Verb,,
2521,Lynsher,to ram in,Verb,,
2522,Lynsher,to hurl down,Verb,,
2523,Lynshop,to dash down,Verb,,
2524,Lynshop,to plunge down (as a hill stream),Verb,,
2525,Lynstong,sward,Noun,,
2526,Lynstong,sod,Noun,,
2527,Lynstong,turf,Noun,,
2528,Lyntang,plank,Noun,,
2529,Lyntait,swallow,Noun,Bird,
2530,Lynten,lantern,Noun,,
2531,Lynter,line,Noun,,
2532,Lynter,length,Noun,,
2533,Lynter-tait,all along,Adverb,,
2534,Lynter-tait,continually in the same state,Adverb,,
2535,Lynter-tuid,carelessly,Adverb,,
2536,Lynthaw,to dash to pieces,Verb,,
2537,Lyntheng,with big calves,Adverb,,
2538,Lynthem,to throw stones,Verb,,
2539,Lynthem,to stone,Verb,,
2540,Lynthem,to pelt,Verb,,
2541,Lynther,to throw stones constantly,Verb,,
2542,Lynther,to spatter,Verb,,
2543,Lynther,without due consideration,Adverb,,
2544,Lynti,path,Noun,,
2545,Lynti,way,Noun,,
2546,Lynti,trip,Noun,,
2547,Lynti-bah,main path,Noun,,
2548,Lynti-khasi,foot-path,Noun,,
2549,Lynti-khasi,short-cut,Noun,,
2550,Lynti-khlieh,parting of the hair,Noun,,
2551,Lynti-lyngkha,field path,Noun,,
2552,Lynti-maw,stone road,Noun,,
2553,Lynti-ri,country road,Noun,,
2554,Lynti shnong,village path,Noun,,
2555,Lynti-syiem,royal road,Noun,,
2556,Lynti-um,watercourse,Noun,,
2557,Lynting,to move in a line,Verb,,
2558,Lynting,to proceed in single file,Verb,,
2559,Lyntip,information,Noun,,
2560,Lyntip,notice,Noun,,
2561,Lyntip,intelligence,Noun,,
2562,Lyntip,to inform,Verb,,
2563,Lyntor,a long narrow strip,Noun,,
2564,Lyntuh,to touch lightly,Verb,,
2565,Lyntuh,to come into contact with,Verb,,
2566,Lyntur,to stretch out,Verb,,
2567,Lyntur,to extend,Verb,,
2568,Lyntur,to project forward,Verb,,
2569,Lypa,beforehand,Adverb,,
2570,Lypa,already,Adverb,,
